,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,MBTI
64,ActuallyNPH,"Thanks, Drew Barrymore, for being so kind to me and my husband this morning on your show. Good times had by all. https://t.co/TTif543wmV @DrewBarrymoreTV @Davidburtka #boxonegame","So honored to be part of @Nickelodeon’s Kid of the Year special, hosted by @Trevornoah! Check it out TONIGHT at 7:30/6:30c 🏆 https://t.co/w78umho5fb","I love bringing new characters to life, but I recently got to explore doing it using drawing and animation. To watch my learning experience with @skillshare (and get 2 weeks free), use this link: https://t.co/TL7JwFE6Pm #ad @skillshare @jonburgerman https://t.co/gCsCoUd2vu",,,,,,,,,,,,,ENTP
65,ShawnMendes,#CANTIMAGINE from the studio #WONDER https://t.co/trwvy0fqa5 https://t.co/U85mMBlI2v,RT @ShawnAccess: #WONDER holiday listening party starting in less than 10 mins! https://t.co/S1qdyidGVU,🖤 https://t.co/abxZyvr9AE,"RT @ShawnAccess: #7DaysOfWonder For today, download the deluxe album on iTunes and send us a photo! #DOWNLOADWONDER https://t.co/g2qfxkQb9P",#ALWAYSBEENYOU from #WONDERTHEEXPERIENCE 🖤 https://t.co/km8qFQseLh https://t.co/C6L3qNZ7Zf,"Signed a bunch of albums for indie retailers, go support them and find a copy in stores now. You can check which stores at https://t.co/SoZ5bi6H5U #RecordStoreWonder https://t.co/YGdoLyJwFu","Last show of #TheWonderResidency series, thank you for having me @JKCorden @latelateshow 🖤 https://t.co/gvbUyCKYw1 https://t.co/Wb6zRhkZA6","RT @latelateshow: Show us the money, @ShawnMendes. #SpillYourGuts https://t.co/siBxWdSMsd","Merry christmas to you and yours 🖤#TheChristmasSong video out now. Shot by us, directed by Tarzan. https://t.co/drbaJoMMjw https://t.co/vKyXWG28dK","RT @latelateshow: Guts were spilled AND filled. 

Don't miss #SpillYourGuts with @ShawnMendes tonight! https://t.co/ydZScf87De",RT @wonderaysh: Look what I finally gotttt 💙@shawnmendes #WONDERBUYOUTS #WONDER #7DaysOfWonder https://t.co/OFNcRrKBgJ,🖤 @applemusic https://t.co/IknOXIQwaK https://t.co/blWnZ0mMkT,#SpotifyxWonder @Spotify https://t.co/x6EQ6D98u1,RT @latelateshow: maybe we should we play a game with @ShawnMendes today,RT @ShawnAccess: Tonight 12:37/11:37c! @latelateshow @JKCorden https://t.co/wGHxwm67qi,ISFJ
68,NFL,"These guys were moving! 🏃💨

The BEST runs of Week 13! https://t.co/oWlHxxJIok","The top five longest throws by air distance from Week 13 according to @NextGenStats! 🎯

(by @MyStraightTalk) https://t.co/ubKtvmz013","Passing Yards Leaders after Week 13! 🏈

(by @Bridgestone) https://t.co/eNeS3sRcAw",".@Patriots or @RamsNFL? Who's winning on #TNF?

#GoPats | #RamsHouse 

📺: #NEvsLAR -- Thursday 8pm ET on NFLN/FOX/PRIME VIDEO
📱: https://t.co/aMyQPJeHeA https://t.co/viEss34Z0V",The BEST defensive plays of Week 13! 💪 https://t.co/GCKoTctbO8,"The @Patriots' defensive plan against the Chargers was picture perfect.

Watch the film from the dominant win in True View. (via @BaldyNFL) https://t.co/sa0Hsoj9Im",#NFLTwitter reacts to @Mathieu_Era's game-sealing INT 🙌 https://t.co/SxodBl6Goo,"RT @SteelersCR: The @steelers partnered with @ConvoyofHope to host Huddle for the Holidays.

1,000 area families were treated to many of th…",Week 13's BEST catches. 🙌 https://t.co/Ul0NrRgI5j,"@NFL Q: Hello brother!! What are your thoughts on the browns? They legit playoff contenders? #AskRank
- @elliotness311

A: https://t.co/igWAg6mYou","@NFL Q: #AskRank 
Who’s getting in in the NFC East? Giants or Washington?
- @IMissFoles

A: https://t.co/RpZCl4x8NO","@NFL Q: #AskRank Kupp or Beasley in a standard League.
- @angelijo11

A: https://t.co/CQrxZ4lAzv","@NFL Q: Wayne Gallman Jr or Ronald Jones II as my flex RB slot going into the playoffs? #AskRank
- @Djaynes55

A: https://t.co/dHbwAlrurp","@NFL Q: #AskRank tannehill or Josh allen?
- @BlaykeWillett

A: https://t.co/4WW9c73hK7","@NFL Q: #AskRank do you think the raiders can make it to the playoffs?
- @7EHYX9tsV1WrxFj

A: https://t.co/IBZ40O6ZxY",ESTP
69,kourtneykardash,"Keep your hands looking the age you feel.
https://t.co/j8ILHkdsxL","The perfect holiday drink to sip on.
https://t.co/GQpxtXa34B","You asked, we listened. Poosh Shop 2.0 is now live.
https://t.co/H3UL9ijTuO","Romans 8:28 And we know that in all things God works for the good of those who love him, who have been called according to His purpose.","Have you tried this latest wellness trend?
https://t.co/8JXOJcsnpH",New items just added to my kids’ closets at #KardashianKloset https://t.co/ufV9IEWWr5,"See what made my list:
https://t.co/w0knVxYpfx",,,,,,,,,ESFP
70,pitbull,Congratulations @HowardStern on your deal with @SIRIUSXM. You deserve it and I love the loyalty. https://t.co/8XR04zfz8T,,,,,,,,,,,,,,,ESTJ
71,MesutOzil1088,@emrespieltV2 @GG_Obitoo Gegen obito ja,@emrespieltV2 @GG_Obitoo Wow,@floriixnn @GG_Obitoo Na siggi,@karmafnr @GG_Obitoo Easy win,@GG_Obitoo Ja m10itachi,"Piers, buddy, are you still bitter from the other day?😂It seems like you're not a big fan of World Champions 🇩🇪🇫🇷🏆 I wish you would see as good as you hear things ☎️👂 https://t.co/oIka73MdfK",The feeling of having fans behind you... #grateful #bestfans #hardtimes https://t.co/rog9Rvf7Yk,Good luck Gunners❤️💪🏼 #YaGunnersYa #TOTARS @Arsenal,#YaGunnersYa ❤️ #NLD #COYG https://t.co/Obx1AYRaWU,It's been a pleasure to take part 🙌🏼😁 Of course I will donate my prize money to my children charity project @BigShoe_11. Great work @M10esports - @M10Berki &amp; @ensaar_ 💪🏼 #winnermentality #M10family https://t.co/7BR0GL2Shd,"Thank you to Prime Minister of Norway @erna_solberg🇸🇯 I am taking the challenge and ball to empower the world! I hope that together we can do this and I will contribute my part by pledging to support Social Justice! Let’s hit the goals! What will you @Redknapp?
Catch!#Taketheball https://t.co/A1hrLc83c3",... the Islam is simply a universal religion - everywhere. Thanks and respect to the German politician @helgelindh  for having the courage to speak about islamophobia in public. 👏🏼👏🏼👏🏼 #JummaMubarak #hayirlicumalar (ᴛᴡᴇᴇᴛ 2/2),"Nowadays there are still many discussions in public about if Islam is a part of the German, French or European society. I would say Islam is not part of a country, - there's no German, French or European Islam, it's not part of a continent or a culture…(ᴛᴡᴇᴇᴛ 1/2) https://t.co/VMFiPStaDX","💥 Now online 💥 For a good cause I've developed a strictly limited #M1Ö box with #Tapedesign 🧦 Check it out - all proceeds are donated to my children charity project @BigShoe_11 🙏🏼 

https://t.co/VteJstCCSW https://t.co/vEhTk6rAjT",,INFP
73,andresiniesta8,Vamos @visselkobe! https://t.co/slp74u1GEO,🎱 @visselkobe https://t.co/a5TRXncklT,"Felicidades a todos!!! Siguiente ronda! Grande Vissel!! Vamos @visselkobe!!! 

みんなおめでとう！！次のラウンドへ！！頑張った、ヴィッセル！バモス、ヴィッセル！！

#visselkobe #visselinasia https://t.co/HEVx68awiO",Vamos @visselkobe! ⚽️💪 https://t.co/ReSap0Nauq,💪🏻 @visselkobe https://t.co/ty3YruQ8Tr,"Se acabó la fase grupos de @TheAFCCL! Este lunes, los octavos! Vamos a por ello! 
Vamos @visselkobe 💪🏻

#VisselinAsia #wearekobe https://t.co/03e32VzXyq",Vamos @visselkobe! ⚽️💪 https://t.co/btXhX0d2N2,"Hoy, Día Internacional de las Personas con Discapacidad, no nos olvidemos de seguir sumando las capacidades de todos para ser mejores! https://t.co/eNgYyMXd8m",,,,,,,,ISFJ
74,NatGeo,Vaccinations in Canada could begin next week. Officials expect to make several hundred thousand doses of the vaccine available by the end of the year https://t.co/MGF2lUq1xg,Asian honeybees have a trick for protecting their hives against giant hornets—animal feces https://t.co/zoyPOkAoEr,"It may be the smallest true carnivore on Earth, but the least weasel is not to be underestimated https://t.co/5NsQRFXmrB","These photographs represent a year dominated by disaster, unrest, and uncertainty https://t.co/gDTPl1EAIK",@NASAArtemis https://t.co/zql285socF,Meet three of the 18 @NASAArtemis astronauts who are about to embark on years of training for the next crewed moon mission https://t.co/WNHesFBz2r,"Eighteen U.S. astronauts have been chosen to train for the @NASAArtemis missions, which aim to return humans to the lunar surface https://t.co/DmlINAT0az","RT @Douglas_Main: Asian honeybees face continual attacks by giant hornets. To repel the wasps, bees in Vietnam sometimes collect and pile a…",@sportbikeguy00 https://t.co/SqKbIrCgoN,@OliveLife3 https://t.co/SqKbIrCgoN,@AlternateSciFi https://t.co/SqKbIrCgoN,@jmordt https://t.co/SqKbIrCgoN,"@sameeraalhosani @pfizer Thanks for watching, that was science editor @MoNscience 💯 

Stay up to date with all our coverage here: https://t.co/r68j67RQak","This year may mark the point when artificial stuff—concrete, asphalt, plastic, and more—outweighs living things on Earth https://t.co/LwB8tr3JhM",Join us live now: https://t.co/MsdYzSDTa1 https://t.co/wfAfh53VBm,ENFJ
75,premierleague,"A delightful dink 👌

#GoalOfTheDay https://t.co/64qGXtsVvO","RT @ManCity: FULL-TIME | Five wins and a draw is a sensational #UCL group stage return!

🔷 3-0 ⚫️ #ManCity | https://t.co/axa0klD5re https:…","RT @LFC: We finish the group stage with a draw in Denmark. 

#FCMLIV | #UCL","Bowen's runs in behind can catch out Leeds

@adrianjclarke on the key tactical battles ahead of #LEEWHU: https://t.co/gUBvGkGTln https://t.co/NuXZQ3cn33",Skills that make you go 😮 https://t.co/Cbk9oVwBLP,"Next generation of talent. #NextGen of game.

#FIFA21 @EASPORTSFIFA is here 🔥🎨 https://t.co/ggAFL2P00e","🐺 @Wolves earned a dramatic stoppage-time winner, #OnThisDay 2️⃣ years ago https://t.co/2w3ivr57Lq","Two decades ago today, @LedleyKing's famously fast finish entered the record books

It would stand for almost 1️⃣9️⃣ years... https://t.co/ImDX2XE9OM",@zeethfc @BarclaysFooty 🟥🟧🟨🟩🟦🟪,@notabot103 @BarclaysFooty 🌈 🌈 🌈,@GauravMukherj27 @BarclaysFooty 🏳️‍🌈 🏳️‍🌈 🏳️‍🌈,"@bruster_jack @BarclaysFooty Thanks for supporting #RainbowLaces, Jack! 🏳️‍🌈",@harrycUTD @BarclaysFooty 🏳️‍🌈 🏳️‍🌈 🏳️‍🌈,@goatpard @BarclaysFooty 🏳️‍🌈 Thanks for your support! 🏳️‍🌈,"@zakisnr @BarclaysFooty Thanks for supporting #RainbowLaces, Zaki! 🏳️‍🌈",ISTP
76,AmitShah,"RT @BJP4India: It is because of mobile technology that we are: 
- able to provide benefits
- able to help poor and vulnerable during the pa…","RT @BJP4India: We are working to unlock the full potential of the IT and Telecom sector.

The new OSP guidelines will boost growth of this…","Kudos to @investindia for winning the UNCTAD’s 2020 United Nations Investment Promotion Award.

This remarkable achievement echoes PM @narendramodi’s tireless efforts and visionary leadership to make India a preferred investment destination with a focus on ease of doing business.","RT @narendramodi: At 12 noon tomorrow, 7th December, construction work of the Agra Metro Project will commence. This project is spread acro…","एक भविष्योन्मुखी व सर्वसमावेशी संविधान देकर देश में प्रगति, समृद्धि और समानता का मार्ग प्रशस्त करने वाले बाबासाहेब के महापरिनिर्वाण दिवस पर उन्हें कोटि-कोटि नमन।

बाबासाहेब के पदचिन्हों पर चलकर मोदी सरकार दशकों से विकास से वंचित वर्ग के कल्याण के प्रति समर्पित भाव से कार्यरत है। https://t.co/1zJUVW1kwR",RT @BJP4India: Thank you Hyderabad for the saffron surge in GHMC polls! https://t.co/wMpbkidqT9,"ప్రధానమంత్రి @narendramodi గారి సారధ్యంలో,అభివృద్ధి లక్ష్యంగా సాగిస్తున్న బిజెపి రాజకీయాలపై విశ్వాసం ఉంచిన తెలంగాణ ప్రజలకు కృతజ్ఞతలు.

GHMC ఎన్నికల అద్భుతమైన ప్రదర్శనకు @JPNadda గారికి &amp; @bandisanjay_bjp కు అభినందనలు.

@BJP4Telangana కార్యకర్తల యొక్క కృషిని అభినందిస్తున్నాను.","Gratitude to the people of Telangana for reposing faith in PM @NarendraModi led BJP’s Politics of Development.

Congratulations to Shri @JPNadda ji and Shri @bandisanjay_bjp for BJP’s astounding performance in GHMC.

I applaud the hard work of our karyakartas of @BJP4Telangana.",Deeply anguished to learn about the passing away of Administrator of Lakshadweep Shri Dineshwar Sharma ji. He served the nation with utmost devotion as a dedicated officer of the Indian Police Service. My heartfelt condolences to his family in this hour of grief. Om Shanti.,RT @narendramodi: Speaking at the All Party Meeting. https://t.co/TZaJ5DJBXz,"On Navy Day, I extend my warm greetings to all our courageous personnel of the Indian Navy and their families.
 
India is proud of our formidable blue water force for their unwavering commitment in protecting our marine borders and serving the nation during calamities. https://t.co/dnTLvqsgWE",सौम्य व्यक्तित्व के धनी महाशय धर्मपाल जी संघर्ष और परिश्रम के एक अद्भुत प्रतीक थे। अपनी मेहनत से सफलता के शिखर को प्राप्त करने वाले धर्मपाल जी का जीवन हर व्यक्ति को प्रेरित करता है। प्रभु उनकी दिवंगत आत्मा को सद्गति प्रदान करें व उनके परिजनों को यह दुःख सहने की शक्ति दें।ॐ शान्ति,Have spoken to Tamil Nadu CM Shri @EPSTamilNadu and Kerala CM Shri @vijayanpinarayi in the wake of Cyclone Burevi. Modi government is committed for all possible support to help people of Tamil Nadu and Kerala. Several teams of NDRF are already deployed in both the states.,,,ESTJ
77,ManUtd,"It's been an encouraging start to life as a Red for @FPellistri07 👏

#MUFC #MUAcademy","ℹ️ The details of our #FACup third-round tie in January have been confirmed 👇

#MUFC","📝 The boss and the skipper are keen to put Tuesday's disappointment behind us, and look ahead to our next challenge.

#MUFC","Read Ole's thoughts on Tuesday night's #UCL defeat.

#MUFC","The skipper reflects on a disappointing night for #MUFC.

#UCL https://t.co/eJV6UXEpOV","Despite two late goals, United bow out of the #UCL.

#MUFC","KEEP. PUSHING. REDS.

#MUFC #UCL https://t.co/i7MMiMafmv","GOOOOAAALLLLL! Pogba makes it 3-2. COME ON!

#MUFC #UCL https://t.co/YITxVZ8jYM","🔄 Our final changes of the evening 👇

#MUFC #UCL https://t.co/U7Uo6JctHf","GOAL! Bruno pulls one back from the spot.

#MUFC #UCL https://t.co/sTeuFSzpd5","Goal. 3-0. 

#MUFC #UCL","🔄 A double substitution for #MUFC. Pogba and Williams are on for Matic and Shaw.

#UCL https://t.co/82bShyp7Ol","6️⃣0️⃣ minutes played at the RB Arena.

#MUFC #UCL https://t.co/783Qntxm4f","🔄 We've made a change at the break, with @Donny_Beek6 coming on for @AT13Oficial.

#MUFC #UCL https://t.co/Df1OVnaOP7 https://t.co/35UOxxNoLl","We're back under way in Germany. Come on, #MUFC!

#UCL",ISFP
